year,city,regionid,province,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,e2s,egdp2s,hdmsp2s,hviirs2s,panda2s,viirs2s,vl2s,e2m,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,viirs2m,vl2m
1997,长沙市,430100,湖南省,430000,,,,571.90997,170.98,484,29086,482.86911,14.23,42.970001,42.790001,,,17.200001,82,1824.3,1425.7,20373.041,5759053930,18742.484,33326.035,,4612808,,,487061.0622,1.5800359,1.5132757,10.020859,,294.83493,,
1997,株洲市,430200,湖南省,430000,,,,365.64999,87.629997,320,6209,239.70329,20.51,48.220001,31.27,,,,,,,6484.2402,2195010348,6776.8457,11687.604,,1534730.3,,,195540.6356,0.59893829,0.51005268,9.4770985,,103.89118,,
1997,白城市,220800,吉林省,220000,,,,199.05,78.389999,77,29,60.643299,45.689999,23.35,30.959999,,,,,,,11331.052,2812612587,8049.4531,20508.156,,2252266.5,,,109354.9439,0.31251588,0.30916783,10.089306,,52.883827,,
1997,白山市,220600,吉林省,220000,,,,131.67999,85.389999,74,739,67.283798,21.48,47.700001,30.82,,,,,,,14324.802,2299702125,6590.1636,27320.047,,515438.38,,,132410.0628,0.37814367,0.61014974,8.8671198,,18.892967,,
1997,吉林市,220200,吉林省,220000,,,,427.63,204,158,5028,286.819,18.07,39.709999,42.220001,,,,,,,38809.281,6409239984,18534.119,73475.25,,7836135.5,,,232415.6899,0.6686126,1.0141473,7.4350662,,176.21594,,
1997,辽源市,220400,吉林省,220000,,,,124.87,57.279999,244,330,49.116402,23.09,32.810001,44.099998,,,,,,,10274.979,1369214574,4047.0803,20692.922,,1768853.5,,,271906.7256,0.78744602,1.4664911,6.4821553,,217.26273,,
1997,四平市,220300,吉林省,220000,,,,318.69,115.11,226,5065,148.0047,41.119999,25.35,33.529999,,,,,,,16315.149,2272969213,6735.1743,30597.451,,3120554.8,,,226536.4695,0.65760344,1.1557444,6.8251224,,190.23506,,
1997,松原市,220700,吉林省,220000,,,,266.01001,65.269997,121,1000,117.7356,38.91,41.889999,19.200001,,,,,,,15393.352,3463527571,10185.342,26608.471,,3418245,,,167025.2638,0.48088935,0.51567054,7.8613014,,98.541748,,
1997,通化市,220500,吉林省,220000,,,,230.05,104.32,151,419,114.6012,23.790001,39.900002,36.310001,,,,,,,16284.293,2682642010,8133.7549,33792.711,,2416572.3,,,172879.1699,0.52295858,0.77856976,6.7642822,,99.425598,,
1997,长春市,220100,吉林省,220000,,,,683.78998,272.22,362,7570,541.22137,21.110001,41.5,37.389999,,,6.6999998,60,574.79999,2792.5,58732.934,10525178642,32639.572,101177.45,,12524495,,,432757.5135,1.319699,1.6999763,7.8590984,,311.95975,,
1997,常州市,320400,江苏省,320000,,,,339.23001,127.77,775,41032,470.1069,,,,,1296585,,,,,36489.934,8045695287,25561.748,64525.43,,6053831,,,1842307.242,5.8351068,7.0925851,12.417352,,1012.5721,,
1997,淮安市,320800,江苏省,320000,,,,,,465,4100,,,,,,535480,,,,,33447.699,4547677891,14297.742,61905.289,,6009875.5,,,453667.7782,1.4177401,2.7703567,7.407114,,428.35052,,
1997,连云港市,320700,江苏省,320000,,,,437.25,82.830002,587,10613,238.5282,,,,,655189,,,,,36724.027,4413580715,13764.586,68066.414,,-3166599.3,,,607785.4619,1.8832489,3.9829884,7.8957067,,-295.56699,,
1997,南京市,320100,江苏省,320000,,,,529.82001,270.10999,813,49422,755.05487,,,,,3516592,16.200001,75,902.79999,2020.5,67750.367,12940141925,39071.121,103981.46,,10306746,,,1964126.347,5.9141145,8.702877,14.804011,,1139.3572,,
1997,南通市,320600,江苏省,320000,,,,786.29999,244.36,983,60807,577.47333,,,,,2286261,,,,,60380.754,10260991633,32428.479,116304.51,,-24918512,,,1181325.309,3.7406609,5.168891,9.3848772,,-1835.6958,,
1997,苏州市,320500,江苏省,320000,,,,574.98999,186.17999,677,244723,1132.5941,,,,,4051760,,,,,88735.195,24789818613,79547.367,149869.19,,14658747,,,2935116.181,9.4036684,8.7523556,15.086526,,1244.2535,,
1997,宿迁市,321300,江苏省,320000,,,,488.82999,50.360001,571,,144.6946,,,,,293516,,,,,25153.469,3362324080,11005.358,49874.27,,4260215,,,394014.0238,1.2872041,2.4452219,6.2397923,,356.38007,,
1997,泰州市,321200,江苏省,320000,,,,496.82999,86.900002,858,9639,317.76389,,,,,721630,,,,,35786.984,7069159601,22302.551,66645.375,,6680828,,,1217075.241,3.8391206,5.190856,9.2963428,,833.92047,,
1997,无锡市,320200,江苏省,320000,,,,432.29001,173.63,930,87241,960.01282,,,,,2353366,,,,,54511.195,13753539330,42549.383,90186.133,,8412659,,,2935880.16,9.0592213,9.8929768,16.145493,,1313.8773,,
1997,徐州市,320300,江苏省,320000,,,,867.15997,182.42999,770,8929,515.01801,,,,,1521073,,,,,60504.594,8034003290,24300.006,103937.56,,9671845,,,721421.6505,2.1782527,4.4773436,8.21877,,615.8988,,
1997,盐城市,320900,江苏省,320000,,,,789.10999,151.3,527,10979,421.47601,,,,,955277,,,,,47557.875,6720779738,21791.383,86861.117,,-22884890,,,446496.6567,1.4440309,2.4696887,6.9865589,,-1022.7004,,
1997,扬州市,321000,江苏省,320000,,,,446.14001,105.62,672,7371,376.6734,,,,,1153276,,,,,42912.637,7284553287,22653.459,75944.523,,7609855,,,1107540.321,3.4374115,5.4770656,9.8668747,,835.83002,,
1997,镇江市,321100,江苏省,320000,,,,265.41,90.209999,691,44176,360.54269,,,,,1013889,,,,,30839.445,5967859152,18842.191,54784.559,,5188649.5,,,1557868.745,4.9070759,6.8093338,11.650039,,985.91559,,
1997,抚州市,361000,江西省,360000,,,,366.45029,69.300697,,,,,,,,,,,,,3985.5332,1811030570,5529.314,8352.8037,,874888.69,,,96512.05633,0.2930094,0.18731853,6.4727788,,35.385254,,
1997,赣州市,360700,江西省,360000,,,,782.80682,122.7293,,,35.3479,,,,,,,,,,10026.563,4147697877,12658.785,20515.207,,2338717,,,105399.5686,0.32030034,0.22857462,6.5509486,,45.880699,,
1997,吉安市,360800,江西省,360000,,,,457.28741,74.203796,,,17.5567,17.629999,33.450001,48.919998,,,,,,,4877.625,2260909221,6762.0513,9884.8271,,1316883.8,,,89349.7913,0.26645246,0.17128666,6.117012,,39.795193,,
1997,景德镇市,360200,江西省,360000,,,,147.1097,49.045502,268,1030,73.498703,14.12,48.82,37.060001,,93282,,,,,4714.1328,998411353.5,3164.6406,8643.5098,,862156.25,,,190585.8688,0.60082608,0.78047085,7.4960804,,122.82807,,
1997,九江市,360400,江西省,360000,,,,445.8515,88.398201,233,7000,192.8,27.26,40.799999,31.93,,289765,,,,,8748.1719,2803322941,8776.833,17280.77,,1800551,,,147500.9043,0.45788494,0.39789608,7.2815356,,70.476692,,
1997,南昌市,360100,江西省,360000,,,,414.51721,161.5775,551,12586,360,14.03,46.25,39.720001,,582800,17.799999,79,1725.4,1449.7,18019.582,3692290386,11867.127,32767.074,,2763168.5,,,522851.9688,1.6443349,2.1910815,8.9553146,,289.13104,,
1997,萍乡市,360300,江西省,360000,,,,175.7925,51.437302,447,1142,74.507004,17.5,52.490002,30,,108600,,,,,2305.3672,654359311.4,2031.1716,4445.4746,,665143.06,,,171466.3533,0.52942079,0.53289521,7.292398,,132.3231,,
1997,上饶市,361100,江西省,360000,,,,641.82507,92.878304,,,15.1521,20.65,40.549999,38.799999,,,,,,,8381.7695,2577634914,7969.5322,16842.619,,1669124.9,,,113754.8292,0.34895515,0.32168478,6.2120223,,55.126797,,
1997,新余市,360500,江西省,360000,,,,106.3408,31.2778,327,1041,52.211102,23.889999,40.919998,35.189999,,124261,,,,,2921.2505,816929869,2491.7471,5380.6196,,458351.72,,,258985.5719,0.78445923,0.81317872,7.4666572,,109.80619,,
1997,宜春市,360900,江西省,360000,,,,509.01099,97.552299,,,27.201099,32.07,33.41,34.52,,,,,,,8535.3311,2267759786,7031.0859,17664.537,,1545185.3,,,121940.2573,0.37542498,0.40124086,6.0274568,,62.507542,,
1997,鹰潭市,360600,江西省,360000,,,,103.3415,27.5317,289,27035,39.5,24.049999,37.470001,38.48,,43471,,,,,2839.9065,741580513.2,2257.7632,5354.2744,,536123.88,,,209778.5999,0.63479751,0.70349413,7.5537066,,114.28815,,
1997,鞍山市,210300,辽宁省,210000,,,,339.20001,170.2,367,3881,436.03,8.1000004,57.700001,34.200001,12900,,,,,,36463.715,4721067879,13689.056,58269.879,,6827527.5,,,510225.8621,1.476349,2.9806554,9.7568979,,480.28244,,
1997,本溪市,210500,辽宁省,210000,,,,156.3,100.8,186,800,114.33,8.1999998,57.400002,34.400002,7333,,,,,,13759.867,2471244016,7241.999,23350.922,,2762979,,,293569.7904,0.85869235,1.2270163,9.7692337,,212.02039,,
1997,朝阳市,211300,辽宁省,210000,,,,330.79999,82.699997,168,701,93.099998,31.299999,34.599998,34.099998,2819,,,,,,18744.697,3316914727,9669.3154,38713.723,,3105743.5,,,168283.1361,0.49044755,0.71194565,5.9395809,,101.50806,,
1997,大连市,210200,辽宁省,210000,,,,540.40002,260,430,131944,829.71997,10.7,46.700001,42.599998,15394,,11.8,60,528.70001,2885.1001,68194.766,7682198285,22478.047,103520.98,,-35875148,,,675250.0742,1.9637454,3.7968869,10.18176,,-1718.8616,,
1997,丹东市,210600,辽宁省,210000,,,,239.89999,96.800003,161,28589,151.86,18.799999,41.5,39.700001,6339,,,,,,13750.57,2481379987,7254.9556,22647.525,,-3667949.5,,,171151.1321,0.50002909,0.70647818,7.3920293,,-162.17621,,
1997,抚顺市,210400,辽宁省,210000,,,,227.2,148.5,210,7309,192.88,7.3000002,64.099998,28.6,8423,,,,,,21874.963,3619611639,10173.432,33874.121,,3798717.5,,,321317.186,0.90213865,1.44522,11.190455,,215.98088,,
1997,阜新市,210900,辽宁省,210000,,,,191,84.400002,184,191,62.73,21.6,37.400002,41,3284,,,,,,17743.656,1963426461,5599.5723,32798.41,,2854817.3,,,190366.1205,0.54250538,1.2718905,7.1294026,,176.10176,,
1997,葫芦岛市,211400,辽宁省,210000,,,,264.5,71.300003,254,412,140.78999,20,46.299999,33.700001,5333,,,,,,28673.895,2980324669,8604.0352,51051.434,,-11771270,,,297369.8569,0.85500729,2.0544155,8.461586,,-725.77704,,
1997,锦州市,210700,辽宁省,210000,,,,303.5,105.3,295,5980,179.64,32.299999,33.5,34.200001,5929,,,,,,33819.938,3209552127,9277.9961,61579.68,,-5873981,,,328140.1962,0.94386005,2.5108681,7.3755636,,-375.28375,,
1997,辽阳市,211000,辽宁省,210000,,,,177.8,74,376,5030,145.10001,13.8,50.900002,35.299999,8189,,,,,,23755.609,3497909897,10487.058,40262.836,,4824085,,,742937.48,2.2236078,3.7909381,8.8261461,,662.43103,,
1997,盘锦市,211100,辽宁省,210000,,,,117,58.299999,287,3638,225.97,13.8,69.199997,17,19539,,,,,,29745.1,3719184846,11246.63,48948.418,,-10324638,,,1050841.861,3.1750724,5.8537798,10.238853,,-1748.5671,,
1997,沈阳市,210100,辽宁省,210000,,,,673.79999,422.60001,519,53760,851.13,6.9000001,44,49.099998,12658,,8.8000002,61,571.79999,2468.3,75906.586,11223895544,33840.879,118371.21,,13814146,,,873833.5874,2.628252,4.3744092,9.8862791,,685.08063,,
1997,铁岭市,211200,辽宁省,210000,,,,294.10001,86.599998,227,1012,104.18,32.700001,33.200001,34.099998,3556,,,,,,24194.994,3140910012,9212.9883,44140.656,,4836259,,,243412.8751,0.70930886,1.3701864,6.847405,,235.68729,,
1997,营口市,210800,辽宁省,210000,,,,221.8,83.099998,411,4519,125.45,18.4,46.5,35.099998,5671,,,,,,25440.357,3608599565,11092.26,42687.449,,-6985579,,,699706.3288,2.1422956,3.5186338,10.660136,,-831.39728,,
1997,海东市,630200,青海省,630000,,,,203.0844,19.7244,,,40.533001,,,,1936,,,,,,4088.5295,1427234709,4338.606,8213.8311,,899714.88,,,109621.5468,0.33305883,0.25283089,7.6106224,,47.879177,,
1997,西宁市,630100,青海省,630000,,,,111.2564,68.047401,322,1183,60.4771,,,,5461,,5.5,59,409.89999,2786.1001,10674.848,2639924955,8153.5762,17995.066,,1938399.8,,,346900.4877,1.0714192,1.1227945,11.833578,,175.44931,,
1997,滨州市,371600,山东省,370000,,,,548.21997,81.691498,,5103,43.530998,15.13,45.02,39.849998,,207479,,,,,42775.973,5698938706,17690.732,73514.344,,4345688,,,633748.6443,1.9686246,3.707649,7.4581981,,324.14465,,
1997,德州市,371400,山东省,370000,,,,523.20001,96.062103,505,4605,267.86639,34.73,38.580002,26.690001,,311050,,,,,54764.672,5342987544,16107.667,97901.133,,9827569,,,514430.8305,1.5508848,4.1972947,6.7556772,,648.17474,,
1997,东营市,370500,山东省,370000,,,,167.00999,68.1269,211,3101,300.17999,10.59,77.510002,11.9,,1105075,,,,,51943.914,7466574724,22103.674,82005.43,,-6485259.5,,,1021866.58,3.0298014,5.2297153,10.654885,,-561.87665,,
1997,菏泽市,371700,山东省,370000,,,,825.78998,117.4034,,3531,40.611198,19.690001,43.220001,37.09,,119344,,,,,40182.922,4252555808,13340.53,77285.242,,7990047,,,349697.8141,1.0958458,2.6987989,5.5571747,,461.78983,,
1997,济南市,370100,山东省,370000,,,,549.20001,229.3705,674,40525,731.70001,12.59,46.490002,40.919998,,1161145,15.4,55,618.09998,2498.2,78771.031,10911853460,33163.191,123017.73,,13914951,,,1066245.243,3.2382865,6.1720052,10.044196,,938.24438,,
1997,济宁市,370800,山东省,370000,,,,774.03003,175.4388,685,18578,480.57001,24.469999,42.84,32.689999,,785790,,,,,65986.078,7968326066,23946.393,115253.09,,10304890,,,710126.6942,2.1321795,4.7909069,8.3351097,,643.86102,,
1997,聊城市,371500,山东省,370000,,,,354.84,86.254997,,3580,,,,,,303662,,,,,42542.992,4103793112,12463.784,79759.203,,7815228.5,,,474072.322,1.4398203,3.9525809,6.6364851,,624.82117,,
1997,临沂市,371300,山东省,370000,,,,978.57001,173.5761,569,1797,426.82001,29,40.720001,30.280001,,487299,,,,,69419.617,8669451847,26840.637,124450.42,,12142852,,,504226.2069,1.5569279,3.2859418,7.1654134,,494.62195,,
1997,青岛市,370200,山东省,370000,,,,695.44,259.68301,653,83597,797.70251,14.66,47.889999,37.450001,,1594490,13.5,70,464.29999,2615.6001,85937.039,11889195612,35947.551,136801.27,,5613266.5,,,1119315.27,3.3870494,6.1392903,10.138139,,345.09622,,
1997,日照市,371100,山东省,370000,,,,271.56,61.3843,511,6149,157.13,29.99,35.860001,34.139999,,248379,,,,,20678.547,3112755681,9609.1201,37457.594,,-1088331.6,,,595004.9727,1.8339992,3.0936494,7.4696836,,-140.12556,,
1997,泰安市,370900,山东省,370000,,,,532.81,150.94881,687,1202,313.51999,27.93,42.360001,29.709999,,395015,,,,,46938.926,4415839567,13351.962,81134.961,,7610513,,,569643.934,1.7224146,4.8986583,8.1743069,,683.47095,,
1997,威海市,371000,山东省,370000,,,,245.09,80.3927,451,30914,477.59,22.639999,48.220001,29.139999,,461588,,,,,32987.082,4303544186,13224.829,58145.07,,-9011883,,,827520.4012,2.5542722,4.4070525,8.3309088,,-1036.1302,,
1997,潍坊市,370700,山东省,370000,,,,829.09003,203.6026,523,33868,718,20.889999,46.240002,32.869999,,647284,,,,,84692.797,11756704478,35956.68,152821,,9924760,,,750037.0625,2.2949233,4.2342811,8.1278486,,427.00775,,
1997,烟台市,370600,山东省,370000,,,,641.48999,196.8063,467,44086,725,17.950001,51.610001,30.440001,,683437,,,,,72229,9179278271,27297.025,122870.4,,-11258388,,,691407.9433,2.0636752,4.0540586,8.4882126,,-543.74695,,
1997,枣庄市,370400,山东省,370000,,,,351.32999,117.4566,772,5163,214.116,17.389999,52.919998,29.690001,,426512,,,,,32326.789,3859475614,11434.696,54591.063,,5160953,,,843150.9684,2.4958763,5.7854719,9.3322001,,794.81274,,
1997,淄博市,370300,山东省,370000,,,,401.03,173.8642,675,10242,498.79999,10.49,60.02,29.49,,809729,,,,,52272.984,7905699086,23049.244,82688.906,,8750470,,,1324219.436,3.8568294,7.0211649,12.578608,,1011.4471,,
1997,大同市,140200,山西省,140000,,,,269.68109,110.64,191,,155.6877,8.8299999,57.5,33.669998,5814,284165,,,,,49880.844,6362097249,18319.385,76981.75,,7158612.5,,,451552.5382,1.3001324,2.715662,11.719309,,335.39084,,
1997,晋城市,140500,山西省,140000,,,,206.939,34.509998,218,,127.0841,6.6100001,59.259998,34.130001,6163,313007,,,,,45128.344,4911899372,13786.389,73293.906,,5721923,,,528551.9255,1.4608315,3.8875253,12.962854,,424.17206,,
1997,晋中市,140700,山西省,140000,,,,,,,,,,,,,,,,,,46822.957,6697885280,19338.031,77153.219,,7013894.5,,,408255.4462,1.1781384,2.26828,10.084618,,292.39868,,
1997,临汾市,141000,山西省,140000,,,,384.2121,76.699997,,,151.23849,,,,3964,,,,,,90064.109,10982763029,30459.404,143197.41,,14423791,,,542258.9061,1.4980171,3.5730219,12.233591,,492.43201,,
1997,吕梁市,141100,山西省,140000,,,,328.0752,46.84,,,90.255402,,,,2767,,,,,,57840.238,8661804291,24649.055,93495.281,,7852229,,,409467.8535,1.1645111,2.16258,12.208419,,252.64635,,
1997,朔州市,140600,山西省,140000,,,,132.5894,26.940001,125,,75.021599,18.049999,50.049999,31.9,5676,74983,,,,,22431.248,3508736849,10633.255,40250.43,,3544074.8,,,330675.1396,0.99919409,1.6236758,7.2507877,,220.76517,,
1997,太原市,140100,山西省,140000,,,,293.28,191.78,420,,304.4772,5.4899998,47.75,46.759998,10487,972144,10.1,55,247.8,2521.7,55568.688,7727563049,22739.287,80150.547,,7576075.5,,,1120116.835,3.2884243,6.3360062,14.404725,,743.39471,,
1997,忻州市,140900,山西省,140000,,,,282.56769,50.330002,,,80.024498,,,,2790,,,,,,30993.23,4456429230,13235.644,59173.441,,5465411,,,176889.8041,0.52485001,0.95668328,6.9501309,,145.17722,,
1997,阳泉市,140300,山西省,140000,,,,122.2801,52.68,275,,88.076698,3.3299999,65.410004,31.26,7241,380654,,,,,18245.275,2325558841,6552.1592,28939.635,,2561078,,,509495.8498,1.4335939,3.1429894,10.417773,,379.65497,,
1997,运城市,140800,山西省,140000,,,,469.03351,66.230003,,,139.02451,,,,2983,,,,,,46715.086,5100299901,15104.214,84602.328,,8739898,,,360881.4909,1.0598205,2.678813,7.2121491,,431.30396,,
1997,长治市,140400,山西省,140000,,,,,,220,,138.3791,13.95,58.16,27.889999,4536,231365,,,,,41378.242,5844179876,17249.107,70169.875,,6539466.5,,,418642.9367,1.2316236,2.3757217,9.0973845,,323.10229,,
1997,安康市,610900,陕西省,610000,,,,291.108,34.622398,,,67.500099,,,,2322,157119,,,,,4231.4551,1803804695,5274.8374,9436.9609,,1038713.9,,,76523.31987,0.22372848,0.1509254,6.2171082,,31.881878,,
1997,宝鸡市,610300,陕西省,610000,,,,351.6293,77.0709,194,1230,150.14529,15.27,50.029999,34.689999,4286,444514,,,,,20635.969,3346582184,10029.316,40212.492,,3737912.8,,,184835.8554,0.55285364,0.93880248,7.7410297,,146.33751,,
1997,汉中市,610700,陕西省,610000,,,,363.80301,63.651901,134,20,122.5011,27.129999,44.040001,28.83,3370,205179,,,,,7837.3145,2717539408,8196.6143,17271,,1674784.8,,,100242.6241,0.30202782,0.24193875,6.1201277,,44.491322,,
1997,商洛市,611000,陕西省,610000,,,,236.1725,20.668501,,,38.112701,,,,1577,99401,,,,,4678.665,1598857667,4674.186,10632.596,,1200382.3,,,81568.60972,0.23826845,0.19853388,6.1843643,,43.833893,,
1997,铜川市,610200,陕西省,610000,,,,81.712097,36.927399,210,76,34.030899,10.65,55.5,33.849998,4188,96748,,,,,6945.0054,869046483.8,2630.7876,14199.105,,1271192.4,,,223726.4376,0.673796,1.4535143,7.6557021,,228.93869,,
1997,渭南市,610500,陕西省,610000,,,,516.80042,84.122597,393,135,140.9854,28.049999,41.619999,30.33,2737,441127,,,,,41191.535,4222289123,12803.891,79703.828,,7507895,,,325624.9333,0.98335612,2.5929112,6.565784,,406.70599,,
1997,西安市,610100,陕西省,610000,,,,662.0578,267.51559,663,22057,500.55429,10.25,41.889999,47.849998,7607,1058694,14.8,64,361.70001,1412.7,53205.125,9627353181,29766.23,83716.664,,8908132,,,952548.6507,2.9401593,4.3514218,11.75199,,626.94873,,
1997,咸阳市,610400,陕西省,610000,,,,473.05399,87.022102,463,637,183.85451,26.200001,44.790001,29.01,3904,387797,,,,,30102.904,4859395013,15332.999,55651.418,,5691843.5,,,470369.1749,1.4814487,2.3886867,7.8156166,,388.67636,,
1997,延安市,610600,陕西省,610000,,,,191.64371,37.348099,52,,67.963402,28.27,39.43,32.299999,3558,246298,,,,,20765.328,6203347982,20120.518,39901.766,,4397241,,,167277.9682,0.54215592,0.45012963,7.1713462,,82.026695,,
1997,榆林市,610800,陕西省,610000,,,,314.6958,38.75,,,58.2701,,,,1856,274661,,,,,35899.246,7948331453,24613.822,63896.953,,7762745.5,,,184950.1527,0.57243866,0.65751696,10.377467,,122.35378,,
1997,巴中市,511900,四川省,510000,,,,335.5,37.400002,,,69.752602,,,,2324,,,,,,1197.5641,933954049.8,2778.4568,2502.6313,,319364.78,,,75924.78454,0.2253594,0.082359038,6.9438872,,18.900333,,
1997,成都市,510100,四川省,510000,,,,989.20001,318.5,798,13668,1007.026,11.98,45.32,42.700001,10224,,16.799999,79,783.20001,938.90002,41827.813,10751731763,35423.246,71458.328,,9373820,,,747909.2194,2.4634025,2.5023441,8.9041901,,482.57944,,
1997,达州市,511700,四川省,510000,,,,610.40002,82.599998,,,166.17191,,,,2857,,,,,,6016.064,1670173835,5167.2627,11974.396,,1152851.1,,,101042.3774,0.31057549,0.30873248,6.6139402,,50.911064,,
1997,德阳市,510600,四川省,510000,,,,372.10001,66.900002,625,696,215.1754,27.92,41.66,30.42,5907,,,,,,12040.686,2364468123,7526.5044,24365.455,,2795138,,,399318.7529,1.2706696,1.7400603,6.9223976,,347.60855,,
1997,广安市,511600,四川省,510000,,,,423.70001,43,,,97.596497,,,,2592,,,,,,4195.2407,853158140.9,2737.748,8154.792,,776578.25,,,134480.106,0.43034598,0.56861252,6.5380073,,90.580299,,
1997,广元市,510800,四川省,510000,,,,297.79999,49.5,183,30,85.499199,36.25,27.68,36.07,2878,,,,,,4733.7466,1706969154,5057.958,9707.9141,,698944.81,,,104706.6926,0.30908406,0.24459876,6.448391,,31.079441,,
1997,乐山市,511100,四川省,510000,,,,343.29999,77.300003,268,10098,121.8879,27.959999,40.240002,31.790001,3577,,,,,,4724.1294,1382862578,4295.0703,9351.5371,,1208093.8,,,108655.9506,0.33597189,0.32252187,6.1386595,,70.977394,,
1997,泸州市,510500,四川省,510000,,,,457.39999,65.800003,373,3,143.3873,31.690001,42.360001,25.950001,3253,,,,,,2795.3323,1045950913,3231.5974,5617.4272,,758467.06,,,85538.40858,0.26316285,0.20015238,6.4564056,,46.737068,,
1997,眉山市,511400,四川省,510000,,,,332,37.200001,,,96.360001,,,,3074,,,,,,3511.6509,860769852.8,2792.8787,6604.2158,,953920.38,,,119352.7722,0.38698211,0.4216924,5.8223534,,98.572647,,
1997,绵阳市,510700,四川省,510000,,,,512,94.5,253,1253,275.15009,24.85,44.639999,30.51,5424,,,,,,14433.157,3184358236,9698.084,26977.078,,3158092.5,,,157394.8474,0.47727415,0.60333419,7.4873037,,113.60464,,
1997,南充市,511300,四川省,510000,,,,708.5,84.300003,567,527,134.68559,41.720001,23.73,34.560001,2134,,,,,,4964.6714,1830781213,6015.8345,9379.3096,,1271405.1,,,147205.7069,0.4805347,0.33921775,8.4868279,,74.757965,,
1997,内江市,511000,四川省,510000,,,,902.5,117.5,677,103,249.5789,36.77,34.41,28.809999,2977,,,,,,4297.8662,899849106.2,2872.6953,9306.0273,,902504.81,,,167509.1139,0.53181648,0.69150931,6.2514477,,124.96571,,
1997,攀枝花市,510400,四川省,510000,,,,98.900002,52.200001,133,412,98.5476,7.71,66.940002,25.35,9754,,,,,,13708.299,2630646712,7399.0835,22355.047,,2234710.3,,,354768.0344,0.99598247,1.6469234,10.742231,,231.04543,,
1997,遂宁市,510900,四川省,510000,,,,368.39999,48.700001,695,161,104.5339,40.990002,30.459999,28.540001,3128,,,,,,2886.592,986891556.9,3250.688,6229.1216,,670798.25,,,185267.894,0.60831016,0.46478325,7.2688856,,92.94722,,
1997,雅安市,511800,四川省,510000,,,,148.39999,26.200001,,,63.223701,,,,4279,,,,,,2088.2417,947031080.1,2711.3105,3747.4863,,739040.13,,,62947.02505,0.18020269,0.12029488,5.2328877,,36.636032,,
1997,宜宾市,511500,四川省,510000,,,,498.10001,77.699997,375,87,151.0914,28.700001,40.349998,30.959999,3054,,,,,,2622.5088,1116821984,3423.8235,5458.1841,,921694.88,,,84450.74203,0.25709355,0.17293489,6.2875204,,52.302334,,
1997,资阳市,512000,四川省,510000,,,,,,,,,,,,,,,,,,1297.8362,662867271.9,2103.6157,2581.7725,,313232.47,,,115161.8812,0.36465621,0.19463159,7.1924314,,40.423843,,
1997,自贡市,510300,四川省,510000,,,,313,68.300003,716,269,126.0065,24.389999,44.580002,31.030001,4074,,,,,,2195.8931,598286907.3,1874.403,4414.3452,,560307.19,,,136940.0786,0.42779228,0.43706354,7.1493502,,95.972595,,
1997,保山市,530500,云南省,530000,,,,228.32001,21.129999,,,59.061401,47.200001,20.4,32.400002,2600,156174,,,,,5413.2266,1853274855,5586.6206,11557.424,,431445.16,,,96881.66658,0.29181856,0.25631046,6.0088506,,17.579403,,
1997,昆明市,530100,云南省,530000,,,,383.82001,164.10001,247,,487.33209,8.3999996,49.400002,42.200001,12698,1523390,15.4,69,1382.7,2118.8,48433.949,9668672702,29435.363,71919.75,,7333181.5,,,459985.2124,1.3947219,2.0732148,11.837543,,270.12708,,
1997,丽江市,530700,云南省,530000,,,,107.83,12.12,,,23.866199,35.099998,30.9,34,2222,133864,,,,,4402.7813,1718548786,4974.2163,8414.4551,,599708.63,,,83300.02584,0.24101026,0.19016403,7.6151614,,22.290697,,
1997,临沧市,530900,云南省,530000,,,,210.12,16.950001,,,44.352001,49.900002,23.299999,26.799999,2118,144825,,,,,3757.4905,1988597491,5809.8374,7328.9883,,-1665911.5,,,83670.65444,0.24443959,0.14448753,6.3640704,,-55.12656,,
1997,普洱市,530800,云南省,530000,,,,226.98,25.98,,,42.501801,41.099998,25.5,33.400002,1761,186603,,,,,4637.4468,3174810224,9081.7617,9155.6074,,-1231246,,,71446.641,0.20432293,0.095900573,6.5147014,,-21.911289,,
1997,曲靖市,530300,云南省,530000,,,,569.81,62.419998,175,,183.77029,30.4,39.700001,29.9,3241,469681,,,,,22640.301,4510258467,13474.197,38322.863,,4060135.8,,,156017.0751,0.46410421,0.70261049,9.7215252,,108.43095,,
1997,玉溪市,530400,云南省,530000,,,,194.63,29.74,,,301.86511,7.9000001,71,21.1,15592,546195,,,,,15435.953,3012884010,9150.709,28472.721,,2659186.3,,,201440.1877,0.60987395,0.93879133,7.8984718,,139.17546,,
1997,昭通市,530600,云南省,530000,,,,467.06,32.099998,,,82.258301,36.200001,34.5,29.299999,1767,115166,,,,,2155.3799,1566716986,4611.8921,4101.4272,,609118.25,,,69669.09574,0.20474561,0.084755726,7.8547215,,20.611856,,
1997,杭州市,330100,浙江省,330000,,,,607.96002,204.39,366,41187,1036.33,8.8199997,52.25,38.93,17113,3033904,17.1,76,1435.2,1640.3,59093.012,13597798541,42319.949,98355.953,,10235867,,,807682.1959,2.5080979,3.0252559,12.782569,,450.94449,,
